region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region VII,Cebu City,North District 2,403342,Rogationist Seminary College - Cebu,"St. John St., Don Bosco Vill, Punta Princesa, Cebu City",CEBU,CEBU CITY (Capital),1st District,PUNTA PRINCESA,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
Region VII,Cebu City,North District 2,405739,Asian Institute of Computer Studies - Cebu,"72 Escario St., Capitol Site, Cebu City",CEBU,CEBU CITY (Capital),1st District,CAPITOL SITE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,11,29,29,32,0,0,25,15,0,0,74,39,0,0,0,0,35,131,62,101,0,0,80,106,0,0,82,52,0,0,0,0,0,398,505,903
Region VII,Cebu City,North District 2,405742,"School of Knowledge for Industrial Labor, Leadership and Service, Inc.","Skills Campus, General Maxilom Avenue, Cebu City",CEBU,CEBU CITY (Capital),1st District,CARRETA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,74,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,0,0,0,0,0,105,103,208
Region VII,Cebu City,North District 2,406568,Banilad Center for Professional Development,"491 Archbishop Reyes Avenue, Barrio Luz, Cebu City",CEBU,CEBU CITY (Capital),1st District,LUZ,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,51,51
Region VII,Cebu City,South District 1,409209,"Cebu Technical Vocational Training and Assessment Academy, Inc.","BAI Center, Cebu South Road, Basak San Nicholas, Cebu City",CEBU,CEBU CITY (Capital),1st District,BASAK SAN NICOLAS,Private,Non-Sectarian ,Mother school,Purely SHS,2,7,10,31,15,12,0,0,0,0,236,92,0,0,0,0,7,23,8,13,13,20,6,12,0,0,47,17,0,0,0,0,0,344,227,571
Region VII,Cebu City,North District 1,409903,"CEBU RELIABLE AND EXCELLENT SEAFARERS TRAINING CENTER, INC.",4TH FLR. DG3 CORP. BLDG. 72 N. ESCARIO ST. CAPITOL SITE CEBU CITY,CEBU,CEBU CITY (Capital),1st District,CAPITOL SITE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,55,45,69,37,50,0,0,0,0,168,20,0,0,0,0,6,22,29,45,12,26,12,20,0,0,82,10,0,0,0,0,0,401,317,718
Region VII,Dumaguete City,Dumaguete City North District,403373,AMA Computer College-Dumaguete City,2nd Flr. Martin-Anita Matiao Bldg. Perdices-San Jose St. Dumaguete City,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 7 (BARANGAY 7),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,2,3,4,15,13,0,0,0,0,2,0,0,0,0,0,3,4,5,1,9,31,0,0,0,0,2,3,0,0,0,0,0,41,58,99
Region VII,Dumaguete City,Dumaguete City North District,403375,Asian College -Dumaguete City,"Dr. V. Locsin St., Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 8 (BARANGAY 8),Private,Sectarian ,School with no Annexes,Purely SHS,30,84,204,149,0,0,36,17,0,0,121,81,0,0,0,0,34,87,110,100,0,0,27,20,0,0,77,93,0,0,0,0,0,639,631,1270
Region VII,Dumaguete City,Dumaguete City North District,403386,Metro Dumaguete College (MDC),"E. J. Blanco Extension, Daro, Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,DARO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,13,22,18,0,0,2,3,0,0,5,6,0,0,0,0,6,7,15,16,0,0,10,7,0,0,19,6,0,0,0,0,0,80,76,156
Region VII,Dumaguete City,Dumaguete City North District,403406,Silliman University Senior High School,1 Hibbard Avenue,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 5 (BARANGAY 5),Private,Sectarian ,School with no Annexes,Purely SHS,38,46,29,50,290,366,0,0,0,0,0,0,0,0,8,15,31,69,30,53,304,408,0,0,0,0,0,0,0,0,7,13,0,737,1020,1757
Region VII,Dumaguete City,Dumaguete City North District,403407,STI College - Dumaguete,"G/F Gillamac Bldg., Libertad cor. Independencia St., Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 7 (BARANGAY 7),Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,22,37
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409360,"Flight Dynamics School of Aeronautics, Inc.","Pakpakan Road, Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,7,6,13
Region VII,Mandaue City,Mandaue City Central District,405834,"Center for Healthcare Professions, Cebu, Inc.","A.C.Cortes Ave. cor. P. Burgos St.,",CEBU,MANDAUE CITY,6th District,ALANG-ALANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,0,24,99,123
Region VII,Mandaue City,Mandaue City Central District,407826,"Intellisense Institute of Technology, Inc.","2nd Floor ASPAC Bldg., National Highway",CEBU,MANDAUE CITY,6th District,GUIZO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,6,0,0,0,0,0,0,0,0,40,34,0,0,0,0,1,4,0,0,0,0,0,0,0,0,34,8,0,0,0,0,0,78,52,130
Region VII,Mandaue City,Mandaue City South District,406029,Cebu Doctors' University,"1 Dr. P. V. Larrazabal Jr. Ave., North Reclamation,",CEBU,MANDAUE CITY,6th District,SUBANGDAKU,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,3,12,86,202,0,0,0,0,0,0,0,0,0,0,0,0,5,14,108,224,0,0,0,0,0,0,0,0,0,0,0,202,452,654
Region VII,Mandaue City,Mandaue City West District,403433,ACLC College of Mandaue Inc.,"Door F-J North Point Business Center, MC Briones St., Maguikay",CEBU,MANDAUE CITY,6th District,MAGUIKAY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,55,103,114,169,134,132,38,44,0,0,380,194,0,0,0,0,42,127,67,136,118,131,82,67,0,0,224,142,0,0,0,0,0,1254,1245,2499
Region VII,Negros Oriental,Amlan,306273,Simplicia and Dionisio Sedillo Senior High School,"Brgy. Jantianon, Amlan, Negros Oriental",NEGROS ORIENTAL,AMLAN (AYUQUITAN),1st District,JANTIANON,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,11,17,0,0,18,14,0,0,0,0,0,0,0,0,0,0,6,15,0,0,14,9,0,0,0,0,0,49,55,104
Region VII,Negros Oriental,Ayungon,406028,Negros College Incorporated,"Enardecido Street, Tampocon II, Ayungon, Negros Oriental",NEGROS ORIENTAL,AYUNGON,1st District,TAMPOCON  II,Private,Sectarian ,School with no Annexes,Purely SHS,2,12,33,59,3,25,5,3,0,0,30,10,0,0,0,0,10,21,51,55,23,23,4,4,0,0,5,11,0,0,0,0,0,166,223,389
Region VII,Negros Oriental,Dauin,409680,World Maritime Academy and Training Center,"Cuadra, Hontanosas farm, Km. 20 National Highway, Maayongtubig",NEGROS ORIENTAL,DAUIN,2nd District,MAAYONGTUBIG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,1,0,0,11,6,0,0,0,0,4,3,0,0,0,0,10,3,0,0,19,4,0,0,0,0,4,4,0,0,0,0,0,51,21,72
Region VII,Negros Oriental,Valencia,361077,Pulangbato National Senior High School,Palinpinon Valencia Negros Oriental,NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),3rd District,PULANGBATO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,10,17,0,0,0,0,34,16,0,0,0,0,0,0,0,0,5,21,0,0,0,0,17,21,0,0,0,0,0,66,75,141
Region VII,Siquijor,Siquijor,403521,"Carmelite College of Siquijor, Inc.","Tinago, Siquijor, Siquijor",SIQUIJOR,SIQUIJOR (Capital),Lone District,TINAGO,Private,Sectarian ,School with no Annexes,Purely SHS,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,40
Region VII,Toledo City,Toledo City East District,410210,"Pau Excellencia Global Academy Foundation, Inc.","Mercado St., Poblacion, Toledo City",CEBU,TOLEDO CITY,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,9,69,104,132,161,107,0,0,0,0,151,112,0,0,0,0,21,99,97,162,220,147,2,4,0,0,87,65,0,0,0,0,0,852,897,1749
Region VII,Bayawan City,Bayawan East,407420,"Southern Tech College Foundation, Inc.","National Highway, Villareal, Bayawan City",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),3rd District,VILLAREAL,Private,Sectarian ,School with no Annexes,Purely SHS,1,20,3,13,0,0,8,7,0,0,8,7,0,0,0,0,2,13,1,6,0,0,2,21,0,0,3,3,0,0,0,0,0,28,90,118
Region VII,Danao City,Danao City East,305754,Cahumayan Senior High School,Cahumayan Danao City,CEBU,DANAO CITY,1st District,CAHUMAYAN,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,11,0,0,15,8,0,0,45,28,0,0,0,0,0,0,6,7,0,0,10,11,0,0,49,28,0,0,0,0,0,125,93,218
Region VII,Danao City,Danao City East,405946,Colegio de San Antonio de Padua,"National Road, Guinsay Danao City Cebu",CEBU,DANAO CITY,5th District,GUINSAY,Private,Sectarian ,School with no Annexes,Purely SHS,15,48,110,119,59,104,0,0,0,0,67,33,0,0,0,0,8,32,71,74,22,59,0,0,0,0,36,16,0,0,0,0,0,388,485,873
Region VII,Danao City,Danao City East,410947,Asian Learning Center Inc.,"Duterte Street, Suba, Danao City",CEBU,DANAO CITY,1st District,SUBA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,9,85,81,13,23,34,16,0,0,50,46,0,0,0,0,7,38,90,94,18,27,47,40,0,0,42,71,0,0,0,0,0,393,445,838
Region VII,Tagbilaran City,Tagbilaran City,409403,"PMI Colleges, Inc",CPG Avenue,BOHOL,TAGBILARAN CITY (Capital),1st District,POBLACION I,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,5,4,4,0,13,1,0,0,0,0,0,0,2,1,0,0,10,6,0,0,15,0,0,0,0,0,0,0,0,49,12,61
Region VII,Talisay City,Talisay City I,406587,ABQ International Health Caregiver Program and Colsultancy Incorporation,"21085 Miami Home Subd., Street 1, San Isidro, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Region VII,Talisay City,Talisay City I,410490,"Emelia-Maningo-ELCA Academy, Inc.","Zone 4 1516 Spillway, Dumlog, Talisay City",CEBU,CITY OF TALISAY,1st District,DUMLOG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,7,4,17,1,0,3,7,0,0,22,30,0,0,0,0,2,8,7,14,2,4,3,17,0,0,42,33,0,0,0,0,0,88,137,225
Region VII,Guihulngan City,Guihulngan North,305763,Tagbino Senior High School,"Tagbino, Villahermoso, Negros Oriental",NEGROS ORIENTAL,VALLEHERMOSO,1st District,TAGBINO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,7,16,0,0,0,0,0,0,48,29,0,0,0,0,0,0,5,27,0,0,0,0,0,0,41,29,0,0,0,0,0,101,101,202
Region VII,Carcar City,Carcar I,343971,Tuyom Senior High School,"Proper Tuyom, Carcar City, Cebu",CEBU,CITY OF CARCAR,1st District,TUYOM,Public,DepED Managed,School with no Annexes,Purely SHS,15,24,10,15,0,0,0,0,0,0,28,20,0,0,0,0,10,12,30,29,0,0,0,0,0,0,66,21,0,0,0,0,0,159,121,280
Region VII,Carcar City,Carcar I,406549,Datamex Institute of Computer Technology-Carcar City,"Ground Floor Door C, ADM Bldg., Awayan, Poblacion III, Carcar City",CEBU,CITY OF CARCAR,1st District,POBLACION III,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,12,21,0,0,5,10,0,0,43,43,0,0,0,0,0,0,27,32,0,0,7,20,0,0,53,26,0,0,0,0,0,147,152,299
Region VII,Carcar City,Carcar I,410205,Vans Private Technical School Inc,"Poblacion II, Carcar City",CEBU,CITY OF CARCAR,1st District,POBLACION II,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,5,14,0,0,0,0,0,0,168,96,0,0,0,0,0,0,24,39,0,0,0,0,0,0,159,86,0,0,0,0,0,356,235,591
Region VII,Bogo City,Bogo I,305986,City of Bogo Senior High School,"Cogon, City of Bogo",CEBU,CITY OF BOGO,1st District,COGON (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,20,64,39,73,43,64,51,28,0,0,26,20,0,0,19,22,32,86,38,116,62,75,66,53,0,0,40,6,0,0,23,34,0,459,641,1100
Region VII,"City of Naga, Cebu",Naga III,305972,Uling Senior High School,Poblacion,CEBU,CITY OF NAGA,1st District,ULING,Public,DepED Managed,School with no Annexes,Purely SHS,7,3,4,13,8,9,0,0,0,0,42,16,0,0,0,0,0,0,20,22,3,9,12,12,0,0,48,19,0,0,0,0,0,144,103,247
Region VII,"City of Naga, Cebu",Naga III,409857,"Microsystems International Institute of Technology, Inc.","Inayagan, City of Naga",CEBU,CITY OF NAGA,1st District,INAYAGAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,0,0,1,5,0,0,15,5,0,0,0,0,0,23,24,47
Region VIII,Leyte,Abuyog East,403574,Abuyog Community College-Senior High School,-,LEYTE,ABUYOG,5th District,GUINTAGBUCAN (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,5,8,8,18,29,37,0,0,0,0,11,8,0,0,0,0,3,25,22,23,35,48,0,0,0,0,20,13,0,0,0,0,0,133,180,313
Region VIII,Leyte,Abuyog East,403592,Visayas Christian Institute of Technology,"A. Brillo St., Brgy. Can-Uguib",LEYTE,ABUYOG,5th District,CAN-UGUIB (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,3,9,0,0,0,0,0,0,15,4,0,0,0,0,0,2,6,10,0,0,1,0,0,0,3,8,0,0,0,0,0,28,33,61
Region VIII,Leyte,Abuyog South,305861,Cagbolo Senior High School,Barangay Cagbolo,LEYTE,ABUYOG,5th District,CAGBOLO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,90,0,90
Region VIII,Leyte,Albuera North,305521,Seguinon Stand Alone Senior High School,Albuera,LEYTE,ALBUERA,4th District,SEGUINON,Public,DepED Managed,School with no Annexes,Purely SHS,42,34,67,56,17,29,0,0,0,0,0,0,0,0,0,0,48,44,83,91,11,23,0,0,0,0,0,0,0,0,0,0,0,268,277,545
Region VIII,Leyte,Albuera North,410847,"AB Tech Multi-Skills Training Center, Inc.",Barangay Benolho,LEYTE,ALBUERA,4th District,BENOLHO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,39
Region VIII,Leyte,Barugo I,305862,Minuhang Stand Alone Senior High School,Barangay Minuhang,LEYTE,BARUGO,2nd District,MINUHANG,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,0,0,0,0,0,0,0,0,0,64,52,116
Region VIII,Leyte,Capoocan,306023,Pinamopoan Senior High School Stand-Alone,Pinamopoan,LEYTE,CAPOOCAN,2nd District,PINAMOPOAN,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,0,0,0,0,0,0,0,0,0,66,72,138
Region VIII,Leyte,Dagami North,305815,Patoc Stand Alone Senior High School,Barangay Patoc,LEYTE,DAGAMI,2nd District,PATOC,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,61,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,65,0,0,0,0,0,0,0,0,0,134,139,273
Region VIII,Leyte,Hindang,306026,Hindang Stand-Alone Senior High School,Abrasaldo St.,LEYTE,HINDANG,5th District,POBLACION 1,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,0,0,0,0,0,0,0,0,0,0,0,0,0,143,136,279
Region VIII,Leyte,Kananga I,404689,"Primona Holy Infant Academy, Inc. (Kananga)",106 Malinao St.,LEYTE,KANANGA,4th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,95,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,72,0,0,0,0,0,206,143,349
Region VIII,Leyte,Matag-Ob,305522,Matag-ob Stand Alone Senior High School,Brgy. San Guillermo,LEYTE,MATAG-OB,4th District,SAN GUILLERMO,Public,DepED Managed,School with no Annexes,Purely SHS,7,24,37,46,18,17,55,35,0,0,66,29,0,0,0,0,7,25,32,40,13,17,41,33,0,0,50,27,0,0,0,0,0,326,293,619
Region VIII,Leyte,Palo II,403591,Saint Paul School of Professional Studies,"Campetic Road, Palo, Leyte",LEYTE,PALO,1st District,CAMPETIK,Private,Sectarian ,School with no Annexes,Purely SHS,34,84,0,0,0,0,2,10,0,0,0,0,0,0,0,0,66,120,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,111,218,329
Region VIII,Leyte,Sta. Fe,305523,Sta. Fe Stand Alone Senior High School,"Barangay Pilit, Sta. Fe",LEYTE,SANTA FE,1st District,ZONE  1 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,13,20,0,0,0,0,76,73,0,0,92,131,0,0,0,0,8,36,0,0,0,0,85,78,0,0,81,91,0,0,0,0,0,355,429,784
Region VIII,Leyte,Tabontabon,406964,"Colegio de Sta. Lourdes of Leyte Foundation, Inc.","Brgy. 1 Quezon, Tabontabon, Leyte",LEYTE,TABONTABON,2nd District,DISTRICT I POB. (QUEZON),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,19,52,71
Region VIII,Leyte,Tolosa,306216,Tolosa Stand-Alone Senior High School,Barangay Malbog,LEYTE,TOLOSA,1st District,MALBOG,Public,DepED Managed,School with no Annexes,Purely SHS,11,26,77,105,7,30,0,0,0,0,110,21,0,0,0,0,3,24,68,116,24,46,0,0,0,0,119,30,0,0,0,0,0,419,398,817
Region VIII,Leyte,Villaba North,409216,"Villaba Institute of Technology, Inc.","Brgy. Suba (Crossing) Villaba, Leyte",LEYTE,VILLABA,3rd District,SUBA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,10,16,0,0,0,0,0,0,15,22,0,0,0,0,0,0,5,19,0,0,0,0,0,0,20,31,0,0,0,0,0,50,88,138
Region VIII,Eastern Samar,Balangkayan,306027,Balangkayan Senior High School Stand-Alone,Barangay Poblacion,EASTERN SAMAR,BALANGKAYAN,Lone District,POBLACION II,Public,DepED Managed,School with no Annexes,Purely SHS,7,2,8,14,0,0,11,8,0,0,36,16,0,0,0,0,2,2,9,24,0,0,10,1,0,0,45,28,0,0,0,0,0,128,95,223
Region VIII,Northern Samar,Lope De Vega,344946,Lope de Vega NHS (Stand Alone),"Brgy. Poblacion, Lope de Vega, Northern Samar",NORTHERN SAMAR,LOPE DE VEGA,1st District,LOPE DE VEGA (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,10,14,23,17,12,7,23,16,0,0,64,48,0,0,0,0,6,10,24,32,7,10,24,26,0,0,15,26,0,0,0,0,0,208,206,414
Region VIII,Northern Samar,Mondragon I,403645,John Paul Seminary House of Formation,"Alisayao Heights, Makiwalo, Mondragon, Northern Samar",NORTHERN SAMAR,MONDRAGON,1st District,MAKIWALO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,37,0,37
Region VIII,Northern Samar,Victoria,344947,Victoria SHS (Stand Alone),ZONE II,NORTHERN SAMAR,VICTORIA,1st District,ZONE II (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,17,27,0,0,22,19,0,0,46,37,0,0,0,0,0,0,22,24,0,0,34,29,0,0,42,29,0,0,0,0,0,183,165,348
Region VIII,Calbayog City,Calbayog District I,403573,STI Calbayog,"2F EDC Bldg., Magsaysay Ext., Brgy. Rawis, Calbayog City, Samar",WESTERN SAMAR,CALBAYOG CITY,1st District,RAWIS,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,3,10,10,0,0,0,0,0,0,11,13,0,0,0,0,1,5,6,10,0,0,0,0,0,0,7,0,0,0,0,0,0,36,41,77
Region VIII,Calbayog City,Calbayog District V,344634,Calbayog Arts and Design School of Eastern Visayas,"P.6, Tomalon Estate, Brgy. Gadgaran",WESTERN SAMAR,CALBAYOG CITY,1st District,GADGARAN,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,31,31,62
Region VIII,Ormoc City,Ormoc I,330523,Ormoc City Senior High School,"Don Felipe Larrazabal, Ormoc City",LEYTE,ORMOC CITY,4th District,DON FELIPE LARRAZABAL,Public,DepED Managed,School with no Annexes,Purely SHS,14,56,46,96,148,200,36,28,0,0,116,73,0,0,0,0,36,74,80,88,128,209,74,69,0,0,151,104,0,0,0,0,0,829,997,1826
Region VIII,Ormoc City,Ormoc I,344795,Ormoc City Regional Sports Academy,"Carlos Tan St., Ormoc City",LEYTE,ORMOC CITY,4th District,BARANGAY 18 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,108,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,48,0,0,0,219,113,332
Region VIII,Ormoc City,Ormoc I,403616,ACLC College of Ormoc City,"Lilia Avenue, Cogon, Ormoc City",LEYTE,ORMOC CITY,4th District,BARANGAY  7 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,21,93,152,148,255,225,26,17,0,0,183,140,0,0,0,0,26,90,65,103,183,178,13,7,0,0,132,79,0,0,0,0,0,1056,1080,2136
Region VIII,Ormoc City,Ormoc I,403619,"San Lorenzo Ruiz College of Ormoc,Inc.","Brgy. San Pablo, Ormoc City, Leyte",LEYTE,ORMOC CITY,4th District,SAN PABLO (SIMANGAN),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,39,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,0,0,0,0,0,0,0,0,0,0,0,61,152,213
Region VIII,Ormoc City,Ormoc I,403620,"STI College - Ormoc, Inc.",Aviles St.,LEYTE,ORMOC CITY,4th District,BARANGAY 10 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,23,13,19,54,77,1,6,0,0,18,21,0,0,0,0,2,18,6,18,45,36,0,2,0,0,20,17,0,0,0,0,0,163,237,400
Region VIII,Ormoc City,Ormoc I,406906,"Ormoc City Institute of Technology , INC.","F. Ablen St.,Cogon , Ormoc City",LEYTE,ORMOC CITY,4th District,COGON COMBADO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,40,19,59
Region VIII,Ormoc City,Ormoc I,407352,"St. Aloysius Institute of Technology, Inc.","2nd Floor, Cinemar Bldg., Osmeña Street, Ormoc City",LEYTE,ORMOC CITY,4th District,BARANGAY  6 (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,19,56,94,157,106,134,0,0,0,0,209,201,0,0,0,0,14,33,64,108,38,42,0,0,0,0,136,121,0,0,0,0,0,680,852,1532
Region VIII,Ormoc City,Ormoc I,410471,"OSPA Foundation, Inc.",Carlota Hills,LEYTE,ORMOC CITY,4th District,CAN-ADIENG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,67,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0,0,97,38,135
Region VIII,Tacloban City,District Learning Center I,403623,ABE International College of Business and Economics-Tacloban City,Village Center Bldg. Avenida Vetaranos Tacloban,LEYTE,TACLOBAN CITY (Capital),1st District,BARANGAY  44-A,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,9,0,0,0,0,0,0,0,0,13,11,0,0,0,0,1,7,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,25,36,61
Region VIII,Tacloban City,District Learning Center I,403624,ACLC College of Tacloban City,"172-174 M.H. del Pilar St., Tacloban City",LEYTE,TACLOBAN CITY (Capital),1st District,BARANGAY  48,Private,Non-Sectarian ,School with no Annexes,Purely SHS,47,110,236,207,215,233,29,28,0,0,167,78,0,0,0,0,29,95,183,187,140,202,32,35,0,0,120,70,0,0,0,0,0,1198,1245,2443
Region VIII,Tacloban City,District Learning Center I,403632,"Colegio de la Salle Fondation de Tacloban, Inc.","110 Real St., Sagkahan",LEYTE,TACLOBAN CITY (Capital),1st District,BARANGAY  76,Private,Sectarian ,School with no Annexes,Purely SHS,1,1,0,0,0,0,10,34,0,0,31,34,0,0,0,0,4,6,0,0,0,0,23,34,0,0,17,28,0,0,0,0,0,86,137,223
Region VIII,Tacloban City,District Learning Center I,403634,"Dr. V. Orestes Romualdez Educational Foundation, Inc.","Calanipawan Road, Calanipawan, 1st District, Tacloban City, Leyte",LEYTE,TACLOBAN CITY (Capital),1st District,BARANGAY  96 (CALANIPAWAN),Private,Non-Sectarian ,School with no Annexes,Purely SHS,7,5,12,23,128,214,0,0,0,0,0,0,0,0,0,0,6,6,13,17,155,234,0,0,0,0,0,0,0,0,0,0,0,321,499,820
Region VIII,Tacloban City,District Learning Center I,407293,Tacloban Institute of Electronics,"IRM Bldg., Sto. Niño Compound, Real St., Tacloban City",LEYTE,TACLOBAN CITY (Capital),1st District,BARANGAY  50,Private,Sectarian ,School with no Annexes,Purely SHS,1,7,1,6,0,0,0,9,0,0,67,15,0,0,0,0,3,13,4,14,0,0,1,12,0,0,41,25,0,0,0,0,0,118,101,219
