region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region VI,Sipalay City,District 2,302639,Gil Montilla NHS - Crossing Tanduay Ext.,CROSSING TANDUAY,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,CAMINDANGAN,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,18,15,12,18,17,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,84,81,165
Region VI,Sipalay City,District 2,302640,Gil Montilla NHS - Manlucahoc Ext.,MANLUCAHOC,NEGROS OCCIDENTAL,CITY OF SIPALAY,6th District,MANLUCAHOC,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,45,58,34,52,44,48,44,36,0,0,0,0,12,26,0,0,0,0,0,0,29,25,0,0,0,0,0,0,20,25,0,0,0,0,0,0,30,20,0,0,0,0,0,280,268,548
Region VI,Victorias City,Victorias I,302667,Negros Occidental National Science High School,"ESTRELLA ROAD, BRGY XIV",NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY XV,Public,DepED Managed,School with no Annexes,JHS with SHS,45,40,29,40,57,72,65,48,0,0,0,0,0,0,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,57,0,0,0,0,0,0,0,0,0,0,0,238,362,600
Region VI,Victorias City,Victorias I,302697,Barangay Estado NHS,"Brgy X, Estado",NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY X (ESTADO),Public,DepED Managed,School with no Annexes,JHS with SHS,78,74,68,84,66,73,75,87,0,0,25,25,44,49,0,0,0,0,0,0,0,0,0,0,0,0,31,17,57,48,0,0,0,0,0,0,0,0,0,0,0,0,0,461,440,901
Region VI,Victorias City,Victorias II,302695,Victorias National High School,Yap Quiña St.,NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY V (POB.),Public,DepED Managed,Mother school,JHS with SHS,604,648,673,749,606,625,655,742,0,0,28,86,137,295,0,0,0,0,0,0,546,273,4,11,0,0,42,147,153,294,0,0,0,0,0,0,552,200,6,4,0,0,0,4142,3938,8080
Region VI,Victorias City,Victorias II,302698,"Abelardo D. L. Bantug, Sr. National High School","HDA. AMANDA, BRGY. VIII",NEGROS OCCIDENTAL,CITY OF VICTORIAS,3rd District,BARANGAY VIII (POB.),Public,DepED Managed,Mother school,JHS with SHS,37,32,38,36,27,33,29,35,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,182,155,337
Region VII,Bohol,Alburquerque,302900,San Roque National High School,Eastern Poblacion,BOHOL,ALBURQUERQUE,1st District,EAST POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,80,124,120,154,87,91,97,119,0,0,0,0,6,27,0,0,76,76,0,0,82,15,0,0,0,0,0,0,4,34,0,0,51,74,0,0,70,20,0,0,0,0,0,767,640,1407
Region VII,Bohol,Alicia,302809,Alicia Technical Vocational HS,Poblacion,BOHOL,ALICIA,3rd District,POBLACION (CALINGGANAY),Public,DepED Managed,School with no Annexes,JHS with SHS,116,133,122,162,112,126,129,136,0,0,6,36,10,32,14,22,0,0,0,0,169,61,0,0,0,0,3,44,22,29,15,20,0,0,0,0,106,76,0,0,0,0,0,878,823,1701
Region VII,Bohol,Alicia,302863,La Hacienda National HS,La Hacienda,BOHOL,ALICIA,3rd District,LA HACIENDA,Public,DepED Managed,School with no Annexes,JHS with SHS,36,82,46,60,29,55,53,73,0,0,0,0,0,0,0,0,12,24,0,0,34,20,0,0,0,0,0,0,0,0,0,0,23,11,0,0,42,35,0,0,0,0,0,335,300,635
Region VII,Bohol,Alicia,312316,Cayacay High School,"Pob. I, Cayacay",BOHOL,ALICIA,3rd District,CAYACAY,Public,DepED Managed,School with no Annexes,JHS with SHS,23,18,21,26,20,22,31,22,0,0,0,0,0,0,0,0,13,17,0,0,22,5,0,0,0,0,0,0,0,0,0,0,11,18,0,0,14,12,0,0,0,0,0,148,147,295
Region VII,Bohol,Alicia,312359,Katipunan High School,"La Union, Katipunan, Alicia, Bohol",BOHOL,ALICIA,3rd District,KATIPUNAN,Public,DepED Managed,School with no Annexes,JHS with SHS,22,25,22,32,13,23,23,24,0,0,0,0,0,0,0,0,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,162,134,296
Region VII,Bohol,Anda,302812,Badiang NHS,Badiang,BOHOL,ANDA,3rd District,BADIANG,Public,DepED Managed,School with no Annexes,JHS with SHS,19,46,33,36,31,23,34,35,0,0,0,0,0,0,0,0,13,12,0,0,18,15,0,0,0,0,0,0,0,0,0,0,5,8,0,0,21,14,0,0,0,0,0,191,172,363
Region VII,Bohol,Anda,302813,Anda HS,Katipunan,BOHOL,ANDA,3rd District,KATIPUNAN,Public,DepED Managed,School with no Annexes,JHS with SHS,10,21,6,24,17,25,20,21,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,85,111,196
Region VII,Bohol,Anda,302829,Candabong National High School,CANDABONG,BOHOL,ANDA,3rd District,CANDABONG,Public,DepED Managed,School with no Annexes,JHS with SHS,60,64,41,53,42,76,59,65,0,0,0,0,0,0,0,0,89,63,0,0,12,13,0,0,0,0,0,0,0,0,0,0,45,64,0,0,49,34,0,0,0,0,0,413,416,829
Region VII,Bohol,Antequera,302907,Bantolinao National High School,"Bantolinao, Antequera, Bohol",BOHOL,ANTEQUERA,1st District,BANTOLINAO,Public,DepED Managed,School with no Annexes,JHS with SHS,28,40,51,43,24,40,48,33,0,0,0,0,0,0,0,0,5,26,0,0,51,14,0,0,0,0,0,0,0,0,0,0,1,23,0,0,48,19,0,0,0,0,0,267,227,494
Region VII,Bohol,Antequera,305720,Tupas High School,Tupas Antequera Bohol,BOHOL,ANTEQUERA,1st District,TUPAS,Public,DepED Managed,School with no Annexes,JHS with SHS,13,21,24,35,13,9,20,20,0,0,0,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,144,104,248
Region VII,Bohol,Antequera,312306,Canlaas High School,Purok 1,BOHOL,ANTEQUERA,1st District,CANLAAS,Public,DepED Managed,School with no Annexes,JHS with SHS,12,15,33,18,15,21,29,29,0,0,0,0,0,0,0,0,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,0,0,0,0,0,0,0,136,140,276
Region VII,Bohol,Antequera,404234,Christ the King Academy,Poblacion,BOHOL,ANTEQUERA,1st District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,30,34,35,34,23,25,45,24,0,0,1,3,32,22,0,0,19,11,0,0,5,1,0,0,0,0,2,2,31,22,0,0,11,16,0,0,2,0,0,0,0,0,0,236,194,430
Region VII,Bohol,Baclayon,302811,Baclayon National High School,Landican,BOHOL,BACLAYON,1st District,LANDICAN,Public,DepED Managed,School with no Annexes,JHS with SHS,81,89,96,107,62,92,89,87,0,0,0,0,27,42,0,0,0,0,0,0,51,33,0,0,0,0,0,0,31,41,0,0,0,0,0,0,52,45,0,0,0,0,0,534,491,1025
Region VII,Bohol,Baclayon,312317,Pamilacan HS,Pamilacan Island,BOHOL,BACLAYON,1st District,PAMILACAN,Public,DepED Managed,School with no Annexes,JHS with SHS,11,13,17,20,8,12,14,11,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,103,85,188
Region VII,Bohol,Baclayon,404235,Immaculata High School,Poblacion,BOHOL,BACLAYON,1st District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,35,43,31,38,45,31,16,27,0,0,0,0,0,0,0,0,32,29,0,0,9,1,0,0,0,0,0,0,0,0,0,0,47,32,0,0,9,1,0,0,0,0,0,244,182,426
Region VII,Bohol,Balilihan,302838,Cong. Pablo Malasarte NHS,Cabad,BOHOL,BALILIHAN,1st District,CABAD,Public,DepED Managed,School with no Annexes,JHS with SHS,42,47,48,55,39,46,46,57,0,0,0,0,8,26,0,0,0,0,0,0,39,30,0,0,0,0,0,0,10,22,0,0,0,0,0,0,37,46,0,0,0,0,0,286,312,598
Region VII,Bohol,Balilihan,302856,Hanopol NHS,Sto. Nino,BOHOL,BALILIHAN,1st District,SANTO NINO,Public,DepED Managed,School with no Annexes,JHS with SHS,38,38,40,40,25,35,44,39,0,0,0,0,14,23,0,0,0,0,0,0,33,2,0,0,0,0,0,0,18,28,0,0,0,0,0,0,41,9,0,0,0,0,0,262,205,467
Region VII,Bohol,Balilihan,305961,San Roque National High School,"San Roque, Balilihan, Bohol",BOHOL,BALILIHAN,1st District,SAN ROQUE,Public,DepED Managed,School with no Annexes,JHS with SHS,18,22,26,24,20,27,20,23,0,0,0,0,11,13,0,0,0,0,0,0,9,2,0,0,0,0,0,0,17,11,0,0,0,0,0,0,4,4,0,0,0,0,0,131,120,251
Region VII,Bohol,Batuan,302815,Batuan NHS,Poblacion Vieja,BOHOL,BATUAN,3rd District,POBLACION VIEJA (LONGSUDAAN),Public,DepED Managed,School with no Annexes,JHS with SHS,46,77,71,99,56,91,72,89,0,0,2,9,44,59,21,42,44,12,0,0,32,9,0,0,0,0,5,15,41,47,13,20,31,20,0,0,58,14,0,0,0,0,0,584,555,1139
Region VII,Bohol,Batuan,312314,Quezon HS,Quezon,BOHOL,BATUAN,3rd District,QUEZON,Public,DepED Managed,School with no Annexes,JHS with SHS,19,16,27,29,16,24,17,19,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,0,0,0,0,0,0,0,0,0,149,108,257
Region VII,Bohol,Batuan,312315,Rizal High School,"Purok 2,  Rizal",BOHOL,BATUAN,3rd District,RIZAL,Public,DepED Managed,School with no Annexes,JHS with SHS,21,18,25,26,13,18,19,30,0,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,0,0,0,0,0,0,0,0,0,153,119,272
Region VII,Bohol,Batuan,404237,Saint Anthony Academy - Batuan,Pob. Sur,BOHOL,BATUAN,3rd District,POBLACION SUR,Private,Sectarian ,School with no Annexes,JHS with SHS,29,41,38,36,31,41,39,44,0,0,0,0,0,0,0,0,35,31,0,0,13,3,0,0,0,0,0,0,0,0,0,0,34,34,0,0,8,1,0,0,0,0,0,234,224,458
Region VII,Bohol,Bien Unido,302857,Hingotanan NHS,Hingotanan west,BOHOL,BIEN UNIDO,2nd District,HINGOTANAN EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,34,52,50,41,37,43,49,41,0,0,0,0,0,0,0,0,19,41,0,0,32,6,0,0,0,0,0,0,0,0,0,0,7,26,0,0,23,13,0,0,0,0,0,258,256,514
Region VII,Bohol,Bien Unido,302886,Pres. Carlos P. Garcia Technical Vocational School of Fisheries and Arts,"Puerto San Pedro, Bien Unido, Bohol",BOHOL,BIEN UNIDO,2nd District,PUERTO SAN PEDRO,Public,DepED Managed,School with no Annexes,JHS with SHS,81,77,109,91,82,91,89,86,0,0,0,0,4,22,10,17,6,15,0,0,130,88,0,0,0,0,0,0,15,22,9,15,19,31,0,0,155,118,0,0,0,0,0,706,676,1382
Region VII,Bohol,Bien Unido,312360,Ponciano L. Padin National High School,Bilangbilangan Daku,BOHOL,BIEN UNIDO,2nd District,BILANGBILANGAN DAKO,Public,DepED Managed,School with no Annexes,JHS with SHS,25,28,35,33,21,40,29,29,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,0,0,0,0,0,0,0,0,0,165,177,342
Region VII,Bohol,Bien Unido,404295,"Bien Unido Academy, Inc.","Liberty,Bien Unido",BOHOL,BIEN UNIDO,2nd District,LIBERTY,Private,Non-Sectarian ,School with no Annexes,JHS with SHS,22,20,28,33,12,21,24,19,0,0,5,10,5,13,0,0,36,23,0,0,0,0,0,0,0,0,5,6,19,20,0,0,29,23,0,0,0,0,0,0,0,0,0,202,171,373
Region VII,Bohol,Bien Unido,404296,Holy Child Academy (Bien Unido),Poblacion,BOHOL,BIEN UNIDO,2nd District,POBLACION (BIEN UNIDO),Private,Sectarian ,School with no Annexes,JHS with SHS,18,19,32,18,18,22,22,27,0,0,0,5,15,5,13,10,4,1,0,0,0,0,0,0,0,0,1,3,1,8,7,12,15,2,0,0,0,0,0,0,0,0,0,143,135,278
Region VII,Bohol,Bilar,302818,Bilar NHS,Yanaya,BOHOL,BILAR,3rd District,YANAYA,Public,DepED Managed,School with no Annexes,JHS with SHS,92,86,91,112,80,94,88,98,0,0,0,0,0,0,0,0,11,37,0,0,97,64,0,0,0,0,0,0,0,0,0,0,32,45,0,0,102,84,0,0,0,0,0,623,590,1213
Region VII,Bohol,Buenavista,302821,Cabul-an National High School,"Eastern, Cabul-an",BOHOL,BUENAVISTA,2nd District,EASTERN CABUL-AN,Public,DepED Managed,School with no Annexes,JHS with SHS,39,41,41,33,29,41,38,31,0,0,0,0,0,0,0,0,3,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,54,0,0,0,0,0,0,244,212,456
Region VII,Bohol,Buenavista,302830,Cangawa NHS,Cangawa,BOHOL,BUENAVISTA,2nd District,CANGAWA,Public,DepED Managed,School with no Annexes,JHS with SHS,75,131,96,160,83,166,138,157,0,0,3,6,45,57,10,26,0,0,0,0,79,63,0,0,8,10,1,10,45,78,9,30,0,0,0,0,120,89,0,0,1,19,0,783,932,1715
Region VII,Bohol,Buenavista,302831,Lubang National High School,Lubang,BOHOL,BUENAVISTA,2nd District,LUBANG,Public,DepED Managed,School with no Annexes,JHS with SHS,45,40,44,37,41,42,53,37,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,248,249,497
Region VII,Bohol,Buenavista,312312,Panghagban HS,Panghagban,BOHOL,BUENAVISTA,2nd District,PANGHAGBAN,Public,DepED Managed,School with no Annexes,JHS with SHS,30,27,25,18,15,31,20,23,0,0,0,0,0,0,0,0,25,10,0,0,6,2,0,0,0,0,0,0,0,0,0,0,25,26,0,0,6,8,0,0,0,0,0,162,135,297
Region VII,Bohol,Calape,302824,Mayor A. R. Tuazon Nat'l Sch. of Fisheries,Calunasan,BOHOL,CALAPE,1st District,CALUNASAN,Public,DepED Managed,School with no Annexes,JHS with SHS,38,75,47,67,44,54,79,69,0,0,0,0,0,0,0,0,0,0,0,0,66,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,0,0,0,0,0,357,360,717
Region VII,Bohol,Calape,302851,Fermin Tayabas NHS,Cabayugan,BOHOL,CALAPE,1st District,CABAYUGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,14,18,28,19,13,26,19,21,0,0,0,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,129,117,246
Region VII,Bohol,Calape,302882,Pangangan National High School,Talisay,BOHOL,CALAPE,1st District,LOMBOY,Public,DepED Managed,School with no Annexes,JHS with SHS,33,37,55,44,28,35,36,34,0,0,0,0,0,0,0,0,33,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0,0,0,0,0,0,0,0,248,218,466
Region VII,Bohol,Calape,302883,Calape National High School,Sta. Cruz,BOHOL,CALAPE,1st District,SANTA CRUZ (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,86,127,129,140,104,135,141,123,0,0,0,0,34,32,21,36,12,26,0,0,88,46,0,0,0,0,0,0,28,45,4,18,0,0,0,0,123,85,0,0,0,0,0,792,791,1583
Region VII,Bohol,Candijay,302864,La Union NHS,La Union,BOHOL,CANDIJAY,3rd District,LA UNION,Public,DepED Managed,School with no Annexes,JHS with SHS,57,43,51,67,41,41,57,48,0,0,0,0,37,36,0,0,0,0,0,0,42,19,0,0,0,0,0,0,35,32,0,0,0,0,0,0,47,16,0,0,0,0,0,379,290,669
Region VII,Bohol,Candijay,302865,Candijay National High School,Tugas,BOHOL,CANDIJAY,3rd District,TUGAS,Public,DepED Managed,School with no Annexes,JHS with SHS,59,94,80,82,59,94,82,69,0,0,0,0,22,29,7,13,0,0,0,0,73,31,0,0,0,0,0,0,44,88,0,0,0,0,0,0,38,29,0,0,0,0,0,499,494,993
Region VII,Bohol,Candijay,302866,Cogtong NHS,Cogtong,BOHOL,CANDIJAY,3rd District,COGTONG,Public,DepED Managed,School with no Annexes,JHS with SHS,50,60,72,72,35,66,69,66,0,0,0,0,0,0,0,0,12,26,0,0,58,41,0,0,0,0,0,0,0,0,0,0,15,28,0,0,82,29,0,0,0,0,0,421,360,781
Region VII,Bohol,Candijay,302911,Tambongan NHS,Tambongan,BOHOL,CANDIJAY,3rd District,TAMBONGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,39,48,35,60,25,39,48,41,0,0,0,0,9,20,0,0,0,0,0,0,55,18,0,0,0,0,0,0,14,27,0,0,0,0,0,0,48,14,0,0,0,0,0,308,232,540
Region VII,Bohol,Candijay,302912,Anoling National High School,Anoling,BOHOL,CANDIJAY,3rd District,ANOLING,Public,DepED Managed,School with no Annexes,JHS with SHS,17,38,30,30,16,30,27,29,0,0,0,0,0,0,0,0,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,0,0,0,0,0,203,152,355
Region VII,Bohol,Candijay,305742,Candijay Municipal High School,"Poblacion Candijay, Bohol",BOHOL,CANDIJAY,1st District,ABIHILAN,Public,DepED Managed,School with no Annexes,JHS with SHS,13,15,19,17,17,23,23,28,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,113,191
Region VII,Bohol,Candijay,404239,"St. Joseph Academy of Candijay, Bohol Inc.",Poblacion,BOHOL,CANDIJAY,1st District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,39,47,54,40,39,39,36,49,0,0,4,11,0,0,0,0,58,20,0,0,0,0,0,0,0,0,1,12,0,0,0,0,54,40,0,0,0,0,0,0,0,0,0,297,246,543
Region VII,Bohol,Carmen,302810,"Ambassador Pablo R. Suarez, Jr. NHS","Upper Cabus, Bicao",BOHOL,CARMEN,3rd District,BICAO,Public,DepED Managed,School with no Annexes,JHS with SHS,27,25,28,45,19,27,22,42,0,0,0,0,0,0,0,0,10,13,0,0,10,13,0,0,0,0,0,0,0,0,0,0,15,11,0,0,19,20,0,0,0,0,0,179,167,346
Region VII,Bohol,Carmen,302860,Katipunan National HS,"Upper Dat-an,",BOHOL,CARMEN,3rd District,KATIPUNAN,Public,DepED Managed,School with no Annexes,JHS with SHS,110,149,139,146,95,131,137,146,0,0,0,0,15,72,9,32,0,0,0,0,136,38,0,0,0,0,0,0,0,0,0,0,48,92,0,0,144,56,0,0,0,0,0,896,799,1695
Region VII,Bohol,Carmen,302861,Francisco L. Adlaon HS,Nueva Vida Este,BOHOL,CARMEN,3rd District,NUEVA VIDA ESTE,Public,DepED Managed,School with no Annexes,JHS with SHS,29,51,52,47,35,41,44,31,0,0,0,0,11,12,0,0,0,0,0,0,50,20,0,0,0,0,0,0,16,19,0,0,0,0,0,0,53,21,0,0,0,0,0,309,223,532
Region VII,Bohol,Carmen,302885,"Policronio S. Dano, Sr. HS",Nueva Fuerza,BOHOL,CARMEN,3rd District,NUEVA FUERZA,Public,DepED Managed,School with no Annexes,JHS with SHS,44,36,55,38,28,42,49,45,0,0,0,0,0,0,0,0,30,21,0,0,15,8,0,0,0,0,0,0,0,0,0,0,22,34,0,0,24,15,0,0,0,0,0,264,242,506
Region VII,Bohol,Carmen,305581,Valeriano Ganas High School,"Tamboan, Carmen",BOHOL,CARMEN,3rd District,TAMBO-AN,Public,DepED Managed,School with no Annexes,JHS with SHS,13,20,16,25,17,19,20,17,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,104,102,206
Region VII,Bohol,Carmen,312301,Isabel S.J. Gujol Memorial HS,Alegria,BOHOL,CARMEN,3rd District,ALEGRIA,Public,DepED Managed,School with no Annexes,JHS with SHS,10,22,20,17,11,14,16,20,0,0,0,0,0,0,0,0,0,14,0,0,12,1,0,0,0,0,0,0,0,0,0,0,4,7,0,0,12,1,0,0,0,0,0,97,84,181
Region VII,Bohol,Carmen,312318,PEDRO S. BUDIONGAN HIGH SCHOOL,"Can-inas, Montesuerte",BOHOL,CARMEN,3rd District,MONTESUERTE,Public,DepED Managed,School with no Annexes,JHS with SHS,28,40,36,49,45,29,25,39,0,0,0,0,0,0,0,0,6,17,0,0,29,12,0,0,0,0,0,0,0,0,0,0,20,11,0,0,22,28,0,0,0,0,0,230,206,436
Region VII,Bohol,Carmen,312357,Vallehermoso HS,Sitio 5 Vallehermoso,BOHOL,CARMEN,3rd District,VALLEHERMOSO,Public,DepED Managed,School with no Annexes,JHS with SHS,21,20,15,26,18,28,27,27,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,122,128,250
Region VII,Bohol,Carmen,446512,BIT International College- Carmen,"Katipunan,Carmen",BOHOL,CARMEN,3rd District,NUEVA FUERZA,Private,Sectarian ,School with no Annexes,JHS with SHS,5,4,2,0,1,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,17,7,24
Region VII,Bohol,Catigbian,302833,Catigbian NHS,Poblacion,BOHOL,CATIGBIAN,1st District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,90,71,79,109,70,80,86,79,0,0,0,0,0,0,0,0,38,40,0,0,44,46,0,0,0,0,0,0,0,0,0,0,36,51,0,0,48,34,0,0,0,0,0,515,486,1001
Region VII,Bohol,Catigbian,302877,Mantacida National High School,Mantacida,BOHOL,CATIGBIAN,1st District,MANTASIDA,Public,DepED Managed,School with no Annexes,JHS with SHS,32,22,31,21,31,21,9,26,0,0,0,0,0,0,0,0,10,15,0,0,11,7,0,0,0,0,0,0,0,0,0,0,10,24,0,0,22,11,0,0,0,0,0,159,144,303
Region VII,Bohol,Catigbian,312319,Hagbuaya High School,Hagbuaya,BOHOL,CATIGBIAN,1st District,HAGBUAYA,Public,DepED Managed,School with no Annexes,JHS with SHS,21,21,25,32,26,22,21,16,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,144,137,281
Region VII,Bohol,Catigbian,312320,Haguilanan High School,Haguilanan,BOHOL,CATIGBIAN,1st District,HAGUILANAN,Public,DepED Managed,School with no Annexes,JHS with SHS,17,25,25,27,14,19,14,21,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,125,106,231
Region VII,Bohol,Catigbian,404241,Holy Infant Academy - Catigbian,Baang,BOHOL,CATIGBIAN,1st District,BAANG,Private,Sectarian ,School with no Annexes,JHS with SHS,18,20,32,27,17,19,21,19,0,0,1,5,0,7,3,10,14,0,0,0,9,7,0,0,0,0,1,6,4,13,3,6,18,0,0,0,5,2,0,0,0,0,0,155,132,287
Region VII,Bohol,Catigbian,404242,Immaculate Mary Academy,Poblacion Weste,BOHOL,CATIGBIAN,1st District,POBLACION WESTE,Private,Sectarian ,School with no Annexes,JHS with SHS,7,22,17,28,12,15,12,15,0,0,0,3,0,3,0,0,20,12,0,0,4,1,0,0,0,0,0,2,6,6,0,0,16,23,0,0,3,1,0,0,0,0,0,123,105,228
Region VII,Bohol,Clarin,302836,Clarin National School of Fisheries,Poblacion Sur,BOHOL,CLARIN,2nd District,POBLACION SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,62,108,93,83,61,85,89,70,0,0,0,0,0,0,0,0,36,43,0,0,53,27,0,0,0,0,0,0,0,0,0,0,29,52,0,0,30,36,0,0,0,0,0,494,463,957
Region VII,Bohol,Clarin,302879,Nahawan NHS,Nahawan,BOHOL,CLARIN,2nd District,NAHAWAN,Public,DepED Managed,School with no Annexes,JHS with SHS,36,48,58,40,42,58,52,73,0,0,0,0,6,24,0,0,11,11,0,0,25,13,0,0,0,0,0,0,17,32,0,0,0,0,0,0,61,9,0,0,0,0,0,302,314,616
Region VII,Bohol,Corella,302839,Corella National High School,Poblacion,BOHOL,CORELLA,1st District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,68,72,90,82,63,77,86,90,0,0,2,12,43,48,7,24,0,0,0,0,60,33,0,0,0,0,4,10,44,36,3,26,0,0,0,0,66,58,0,0,0,0,0,541,563,1104
Region VII,Bohol,Cortes,302850,Fatima NHS,Fatima,BOHOL,CORTES,1st District,FATIMA,Public,DepED Managed,School with no Annexes,JHS with SHS,27,32,39,33,32,25,30,42,0,0,0,0,0,0,0,0,29,16,0,0,3,7,0,0,0,0,0,0,0,0,0,0,21,18,0,0,11,6,0,0,0,0,0,195,176,371
Region VII,Bohol,Cortes,305722,De La Paz High School,"De La Paz, Cortes, Bohol",BOHOL,CORTES,1st District,DE LA PAZ,Public,DepED Managed,School with no Annexes,JHS with SHS,33,22,31,32,21,28,21,23,0,0,0,0,0,0,0,0,18,10,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,110,248
Region VII,Bohol,Cortes,312355,Lourdes High School,Lourdes,BOHOL,CORTES,1st District,LOURDES,Public,DepED Managed,School with no Annexes,JHS with SHS,15,27,28,23,17,22,29,17,0,0,0,0,7,10,0,0,0,0,0,0,19,7,0,0,0,0,0,0,6,11,0,0,0,0,0,0,19,10,0,0,0,0,0,144,123,267
Region VII,Bohol,Cortes,404243,Infant King Academy,Poblacion,BOHOL,CORTES,1st District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,33,47,47,39,33,30,33,28,0,0,0,0,0,0,0,0,28,33,0,0,25,3,0,0,0,0,0,0,0,0,0,0,54,62,0,0,20,5,0,0,0,0,0,293,227,520
Region VII,Bohol,Dagohoy,302840,Dagohoy NHS,"Sikatuna St., Poblacion",BOHOL,DAGOHOY,2nd District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,78,119,87,112,87,107,123,114,0,0,0,0,0,0,0,0,20,16,0,0,110,73,0,0,0,0,0,0,0,0,0,0,14,41,0,0,121,68,0,0,0,0,0,661,629,1290
