region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,k_male,k_female,g1_male,g2_male,g3_male,g4_male,g5_male,g6_male,g1_female,g2_female,g3_female,g4_female,g5_female,g6_female,elem_ng_male,elem_ng_female,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region VII,Cebu City,South District 7,404483,CBD College,F. Jaca Street,CEBU,CEBU CITY (Capital),2nd District,INAYAWAN,Private,Non-Sectarian ,School with no Annexes,All Offering,16,7,7,7,7,16,12,18,5,9,9,8,14,10,0,0,11,18,18,20,20,16,12,16,0,0,4,2,5,5,11,20,4,1,0,0,0,0,0,0,0,0,3,4,8,12,13,11,0,0,0,0,0,0,0,0,0,0,0,198,181,379
Region VII,Cebu City,South District 7,404514,"University of Cebu at Pardo & Talisay, Inc.",279 Bulacao Cebu City,CEBU,CEBU CITY (Capital),2nd District,BULACAO,Private,Non-Sectarian ,School with no Annexes,All Offering,9,6,19,13,17,15,11,16,12,16,14,10,11,17,0,0,37,34,25,17,34,33,45,25,0,0,15,36,30,63,45,94,28,20,0,0,48,23,0,0,0,0,5,21,19,27,38,51,12,8,0,0,21,12,0,0,0,0,0,474,578,1052
Region VII,Cebu City,South District 7,500045,Sudlon Elementary School,Sudlon II,CEBU,CEBU CITY (Capital),2nd District,SUDLON II,Public,DepED Managed,School with no Annexes,All Offering,81,80,96,81,86,59,73,83,74,86,64,60,81,72,0,0,61,76,70,53,64,70,71,56,0,0,0,0,0,0,0,0,38,46,0,0,17,14,0,0,0,0,0,0,0,0,0,0,26,49,0,0,17,12,0,0,0,0,0,917,899,1816
Region VII,Cebu City,South District 8,404513,"St. Mary's Academy of San Nicholas, Inc.","Tomas Abella Street, San Nicolas, Cebu City",CEBU,CEBU CITY (Capital),2nd District,SAN NICOLAS CENTRAL,Private,Sectarian ,School with no Annexes,All Offering,0,0,4,5,3,7,6,8,5,10,4,3,4,11,0,0,12,21,8,22,15,22,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,114,210
Region VII,Cebu City,North District 1,404423,Cebu Bradford School,"340 - P. Ascencion St., Sambag II, Cebu City",CEBU,CEBU CITY (Capital),1st District,SAMBAG II (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,3,11,9,5,10,6,13,8,7,6,6,7,4,14,0,0,4,5,12,2,9,7,8,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,84,96,180
Region VII,Cebu City,North District 1,404437,"FBC-First Baptist Church Christian School, Inc.","42-J. Alcantara St., Sambag I, C. C.",CEBU,CEBU CITY (Capital),1st District,SAMBAG I (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,11,13,10,9,13,6,7,9,7,6,10,8,8,6,0,0,10,7,9,9,9,9,12,2,0,0,0,0,5,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,110,98,208
Region VII,Cebu City,North District 1,404449,"Matilda L. Bradford Christian School, Inc.",85 OSMENA BOULEVARD,CEBU,CEBU CITY (Capital),1st District,SAN ANTONIO (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,13,17,12,9,9,9,8,16,8,7,6,12,8,15,0,0,6,9,10,17,8,8,5,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,129,119,248
Region VII,Cebu City,North District 1,404454,Philippine Christian Gospel School,Junquera St.,CEBU,CEBU CITY (Capital),1st District,SAN ANTONIO (POB.),Private,Sectarian ,School with no Annexes,All Offering,16,20,22,26,28,24,19,31,25,34,26,22,33,27,0,0,23,30,31,19,28,29,21,15,0,0,12,7,0,0,17,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,320,305,625
Region VII,Cebu City,North District 1,404462,Southwestern University - Urgello (Main),"Urgello St, Cebu City",CEBU,CEBU CITY (Capital),1st District,SAMBAG II (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,0,12,19,11,0,0,34,61,51,86,200,541,35,26,0,0,0,0,0,0,8,20,36,121,61,142,252,816,34,40,0,0,0,0,0,0,7,16,0,758,1911,2669
Region VII,Cebu City,North District 1,404471,University of Cebu Main Campus (Day & Night),"Sanciangko St., Kalubihan",CEBU,CEBU CITY (Capital),1st District,KALUBIHAN (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,25,35,25,39,47,48,43,54,39,39,52,46,42,55,0,0,173,215,188,224,199,200,203,206,0,0,59,138,126,183,484,502,33,15,0,0,123,82,0,0,15,43,86,221,133,175,447,442,68,36,0,0,111,67,0,0,22,43,0,2788,3063,5851
Region VII,Cebu City,North District 1,404473,University of San Carlos - South Campus,J. ALCANTARA ST.,CEBU,CEBU CITY (Capital),1st District,SAMBAG I (POB.),Private,Sectarian ,School with no Annexes,All Offering,24,23,73,70,59,66,109,97,53,69,59,80,76,105,0,0,172,189,188,190,148,172,239,255,0,0,0,0,64,111,0,0,0,0,0,0,0,0,0,0,29,52,122,180,64,115,0,0,0,0,0,0,0,0,0,0,31,71,0,1547,1808,3355
Region VII,Cebu City,North District 1,404485,Cebu Eastern College,"Leon Kilat St., Cebu City",CEBU,CEBU CITY (Capital),1st District,PAHINA CENTRAL (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,13,10,14,11,9,8,13,16,8,16,7,2,7,12,0,0,22,12,19,28,8,9,11,13,0,0,28,73,50,97,63,75,0,0,0,0,0,0,0,0,0,0,16,24,22,47,43,55,0,0,0,0,0,0,0,0,0,0,0,387,474,861
Region VII,Cebu City,North District 1,404489,"Childlink Learning Center and Childlink High School, Inc.","530 Englis V. Rama Ave., Cebu City",CEBU,CEBU CITY (Capital),1st District,SAMBAG II (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,1,6,3,2,3,2,6,5,3,3,3,0,5,4,0,0,3,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,63
Region VII,Cebu City,North District 1,410121,Tabor Hill College - OAD INC.,"Purok 3, San Jose Cebu City",CEBU,CEBU CITY (Capital),1st District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,All Offering,3,7,4,2,4,2,2,1,2,1,5,3,5,3,6,3,1,1,2,1,0,2,0,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,9,36,39,75
Region VII,Cebu City,North District 1,447527,"Maranatha Christian Academy, Inc. of Cebu",Cor. P. Burgos & V. Gullas Sts.,CEBU,CEBU CITY (Capital),1st District,SAN ROQUE (CIUDAD),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,4,3,2,2,2,2,1,1,1,1,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,8,28
Region VII,Cebu City,North District 1,447550,Asian College of Technology International Educational Foundation,"P. del Rosario corner Leon Kilat Sts., Cebu City",CEBU,CEBU CITY (Capital),1st District,KALUBIHAN (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,7,14,11,16,13,9,14,17,11,15,14,10,13,11,0,0,10,11,9,9,11,5,7,12,0,0,100,228,212,341,309,327,58,51,0,0,572,436,0,0,30,22,83,271,179,299,273,418,68,87,0,0,363,332,0,0,14,13,0,2387,2948,5335
Region VII,Dumaguete City,Dumaguete City North District,404526,Foundation University,"Dr. V. Locsin St., taclobo, Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,TACLOBO,Private,Non-Sectarian ,School with no Annexes,All Offering,10,10,10,5,7,8,5,16,8,14,10,6,13,14,0,0,25,28,18,21,13,15,22,23,0,0,5,11,8,13,41,47,0,0,0,0,15,10,0,0,0,0,7,20,10,27,45,76,0,0,0,0,11,15,0,0,0,0,0,295,367,662
Region VII,Dumaguete City,Dumaguete City North District,404527,Holy Cross High School,Noblefranca Street,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 6 (BARANGAY 6),Private,Non-Sectarian ,School with no Annexes,All Offering,17,14,22,25,32,21,20,21,13,15,21,20,30,24,0,0,29,35,39,27,19,24,34,30,0,0,9,8,8,3,7,23,0,0,0,0,0,0,0,0,0,0,2,1,0,5,22,15,0,0,0,0,0,0,0,0,0,0,0,336,299,635
Region VII,Dumaguete City,Dumaguete City North District,404530,Negros Or. Montessori International School,"Lower Buñao , Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,TALAY,Private,Non-Sectarian ,School with no Annexes,All Offering,7,3,10,9,3,11,3,5,9,8,6,3,2,2,0,0,6,6,9,4,4,4,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,79,55,134
Region VII,Dumaguete City,Dumaguete City North District,404534,St. Louis School - Don Bosco,"P.O. Box 86, Calindagan, Dumaguete City",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,CALINDAGAN,Private,Sectarian ,School with no Annexes,All Offering,29,43,42,43,43,43,62,50,32,52,32,49,43,45,0,0,62,75,72,67,64,67,73,75,0,0,6,3,10,6,33,23,0,0,0,0,3,0,0,0,0,0,10,5,7,6,51,43,0,0,0,0,0,0,0,0,0,0,0,708,661,1369
Region VII,Dumaguete City,Dumaguete City North District,404535,St. Paul University Dumaguete,"NORTH NATIONAL HIGHWAY, DUMAGUETE CITY",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,BANTAYAN,Private,Non-Sectarian ,School with no Annexes,All Offering,7,17,20,9,13,14,24,14,14,12,17,13,17,18,0,0,33,36,27,41,45,34,65,37,0,0,5,17,21,15,54,92,0,0,0,0,2,4,0,0,0,0,13,22,16,37,62,96,0,0,0,0,0,0,0,0,0,0,0,411,572,983
Region VII,Dumaguete City,Dumaguete City North District,448003,Presbyterian Theological College,Cantil-e,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,CANTIL-E,Private,Sectarian ,School with no Annexes,All Offering,10,7,14,8,5,6,2,8,3,10,2,5,1,7,0,0,7,4,7,6,7,6,0,11,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,85,72,157
Region VII,Lapu-Lapu City,Lapu-Lapu City East District,404556,St. Alphonsus Catholic School Inc.,"Poblacion, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,30,20,52,47,43,60,63,48,52,47,63,63,74,56,0,0,123,134,116,134,132,154,154,164,0,0,0,0,0,0,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,95,0,0,0,0,0,0,0,0,0,0,0,999,1137,2136
Region VII,Lapu-Lapu City,Lapu-Lapu City East District,411030,Saint Dominic Savio School of Lapu-Lapu City Inc.,"Kalipay, Tingo, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),1st District,TINGO,Private,Non-Sectarian ,School with no Annexes,All Offering,5,4,1,0,1,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,404538,"Advance Institute of Technology, Inc. of Lapu-Lapu City","Sangi New Road, Pajo, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJO,Private,Non-Sectarian ,School with no Annexes,All Offering,8,8,15,12,16,7,12,11,17,18,9,13,22,14,0,0,39,34,37,30,60,39,49,50,0,0,9,31,77,131,112,144,0,0,0,0,44,36,0,0,0,0,13,69,68,131,86,103,0,0,0,0,37,20,0,0,0,0,0,667,964,1631
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,404539,Asian Learning Center Inc.,"Sangi New Road, Pajo, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJO,Private,Non-Sectarian ,School with no Annexes,All Offering,10,11,13,16,13,7,14,17,10,16,10,12,14,10,0,0,9,17,17,23,19,12,18,21,0,0,36,107,194,294,238,160,64,61,0,0,338,217,0,0,0,0,61,203,259,446,314,294,161,153,0,0,337,246,0,0,0,0,0,2158,2334,4492
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,404545,"EMD Carmelite Foundation School, Inc. (Main Campus)","Lower Matumbo, Pusok, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PUSOK,Private,Non-Sectarian ,School with no Annexes,All Offering,5,5,2,7,5,5,3,2,13,4,3,6,9,5,0,0,1,3,0,11,5,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,113
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,404558,"Saint Dominic  Savio School of Lapu-Lapu City, Inc.","Sangi Road, Pajo, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJO,Private,Non-Sectarian ,School with no Annexes,All Offering,12,3,10,8,8,6,5,2,7,6,6,7,9,9,0,0,21,26,14,27,29,19,19,27,0,0,4,47,106,180,34,29,0,0,0,0,0,0,0,0,0,0,4,11,18,28,34,34,0,0,0,0,0,0,0,0,0,0,0,339,470,809
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,404560,"St. Joseph School of Mactan, Inc.","Mactan, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MACTAN,Private,Sectarian ,School with no Annexes,All Offering,12,14,15,20,25,21,10,27,14,14,22,18,10,15,0,0,21,22,26,33,28,21,31,33,0,0,5,5,5,14,11,21,0,0,0,0,0,0,0,0,0,0,0,8,3,11,14,22,0,0,0,0,0,0,0,0,0,0,0,270,301,571
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,448509,"EMD Carmelite Foundation School, Inc. (East Campus)","Buaya, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BUAYA,Private,Non-Sectarian ,School with no Annexes,All Offering,12,13,15,11,7,14,14,5,12,7,19,9,15,16,0,0,26,26,28,30,24,27,20,21,0,0,4,3,7,11,7,11,0,0,0,0,0,0,0,0,0,0,3,5,2,3,7,6,2,3,0,0,0,0,0,0,0,0,0,220,225,445
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,448519,"Sto. Niño Mactan Montessori School, Inc.","Soong 1, Mactan Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MACTAN,Private,Non-Sectarian ,School with no Annexes,All Offering,19,7,17,16,13,16,12,9,9,9,9,13,11,18,0,0,15,9,17,17,11,18,19,16,0,0,29,111,104,197,257,219,0,0,0,0,161,95,0,0,10,29,22,80,73,151,165,155,0,0,0,0,68,48,0,0,5,13,0,1054,1238,2292
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,404548,Indiana Aerospace University,"IAU Town Center, Kagudoy Road, Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,All Offering,3,2,6,8,8,7,9,10,6,4,2,13,9,16,0,0,23,13,18,18,12,14,13,21,0,0,3,10,3,3,54,25,0,0,0,0,0,0,0,0,0,0,7,20,4,5,102,39,2,4,0,0,3,3,0,0,0,0,0,301,221,522
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,404553,"Nissi Academy, Inc.","Panas, Subabasbas, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,SUBABASBAS,Private,Non-Sectarian ,School with no Annexes,All Offering,13,16,13,17,10,18,16,9,15,23,17,14,10,12,0,0,38,20,19,20,35,19,20,26,0,0,2,2,1,3,15,17,6,6,0,0,0,0,0,0,0,0,2,2,3,4,3,8,3,1,0,0,0,0,0,0,0,0,0,228,250,478
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409352,"Ganaan Christian Academy, Inc","Subabasbas, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,SUBABASBAS,Private,Non-Sectarian ,Mother school,All Offering,13,6,6,7,11,5,5,7,5,6,5,11,4,2,0,0,4,5,6,3,1,4,6,4,0,0,2,4,14,27,14,14,0,0,0,0,0,0,0,0,0,0,3,9,13,14,6,24,5,6,0,0,0,0,0,0,0,0,0,129,152,281
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409981,Jacob Institute of Science and Technology,"Hawaiian II, Marigondon, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MARIGONDON,Private,Non-Sectarian ,Mother school,All Offering,13,25,19,15,17,9,11,14,16,9,13,19,9,10,0,0,6,7,4,8,8,6,12,8,0,0,4,7,3,9,25,23,3,4,0,0,10,15,0,0,0,0,2,10,3,6,11,10,2,2,0,0,9,9,0,0,0,0,0,195,230,425
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448504,"Benthel Asia School of Technology, Inc.","Peninsula Place Sudtunggan Road, Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,All Offering,21,26,18,22,14,30,18,23,18,20,9,21,19,27,0,0,24,33,27,32,30,28,19,28,0,0,25,27,76,124,205,114,39,24,0,0,73,24,0,0,0,0,21,30,59,97,168,95,44,18,0,0,35,11,0,0,0,0,0,1007,809,1816
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448507,"Proverbs Ville Academy Foundation, Inc.","A. Tumulak St., Gun-ob, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,GUN-OB,Private,Non-Sectarian ,School with no Annexes,All Offering,15,20,22,13,8,17,26,22,25,16,22,19,24,13,5,1,27,24,19,21,19,19,9,19,0,0,8,30,44,62,43,54,0,0,0,0,63,40,0,0,0,0,3,25,9,31,23,28,11,13,0,0,16,11,0,0,0,0,6,439,500,939
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448510,"Einstein School Cebu, Inc.","Pajac Road, Abuno, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJAC,Private,Non-Sectarian ,School with no Annexes,All Offering,25,30,23,33,27,28,27,27,23,33,34,30,25,22,0,0,24,18,19,17,24,20,16,23,0,0,3,18,10,41,38,32,0,0,0,0,22,22,0,0,0,0,6,18,19,36,16,28,0,0,0,0,17,17,0,0,0,0,0,399,492,891
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448515,Dr. Caridad C. Labe Education Center of Excellence (CCL Centrex Inc.),"Osmeña St. Gun-ob, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,GUN-OB,Private,Non-Sectarian ,School with no Annexes,All Offering,18,16,14,30,27,21,25,23,33,23,25,23,18,23,0,0,18,17,19,22,19,12,11,19,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,262,249,511
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448516,Asian Learning Center,"Fuentes Road, Pajac, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJAC,Private,Non-Sectarian ,School with no Annexes,All Offering,9,5,5,6,6,7,3,2,7,3,3,8,4,4,0,0,3,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,83
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448517,Cebu Far East Institute Inc.,"Sitio Lugsongon, Basak, Lapu-Lapu City, Cebu",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,All Offering,5,4,5,5,6,9,7,5,5,3,2,4,5,5,0,0,12,8,4,4,14,5,4,8,0,0,3,3,0,7,3,3,0,0,0,0,2,3,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,83,82,165
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448546,"John M. Hyland Institute of Learning, Inc.","Sudtonggan Rd. Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,All Offering,17,14,11,5,7,4,4,9,6,9,8,3,5,4,0,0,9,3,1,4,4,1,2,1,0,0,6,8,67,61,0,0,141,113,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,290,251,541
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448557,Rizwoods Colleges Inc.,"Pag-utlan, Maribago, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MARIBAGO,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,27,10,22,7,13,0,0,96,47,0,0,0,0,1,12,18,36,25,27,16,12,0,0,89,54,0,0,0,0,0,279,256,535
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,404551,Marie Ernestine School,"Canjulao, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,CANJULAO,Private,Non-Sectarian ,School with no Annexes,All Offering,10,14,14,23,25,16,15,14,13,19,11,13,8,9,0,0,13,16,14,17,18,13,17,9,0,0,1,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,185,153,338
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,404555,San Lorenzo Ruiz School,"P. Rodriguez Street, Poblacion, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,All Offering,12,4,7,5,4,4,8,13,6,6,9,8,12,10,0,0,10,16,17,11,11,10,10,9,0,0,3,12,13,19,26,38,10,6,0,0,0,0,0,0,0,0,0,12,9,12,17,15,6,2,0,0,0,0,0,0,0,0,0,191,211,402
Region VII,Mandaue City,Mandaue City Central District,404580,Royal Oaks International School,"U.N. Avenue,",CEBU,MANDAUE CITY,6th District,ALANG-ALANG,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
Region VII,Mandaue City,Mandaue City Central District,404584,Academia de San Jose,S.B. Cabahug Street,CEBU,MANDAUE CITY,6th District,CENTRO (POB.),Private,Sectarian ,School with no Annexes,All Offering,24,25,35,20,24,25,32,27,22,30,29,26,22,27,0,0,35,36,29,26,40,36,40,39,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,368,368,736
Region VII,Mandaue City,Mandaue City Central District,404587,University of Cebu Lapu-Lapu & Mandaue (UCLM),A. C. CORTES AVENUE,CEBU,MANDAUE CITY,6th District,LOOC,Private,Non-Sectarian ,School with no Annexes,All Offering,17,10,7,22,19,17,15,19,17,14,13,16,20,31,0,0,81,80,86,75,72,63,92,84,0,0,60,154,66,143,351,469,25,14,202,11,184,67,0,0,0,0,51,140,64,116,336,365,49,25,229,8,202,94,0,0,0,0,0,2257,2038,4295
Region VII,Mandaue City,Mandaue City Central District,410866,"Cebu Northplains College, Inc. (Mandaue Branch)","#69 H. Abellana St. Canduman, Mandaue City",CEBU,MANDAUE CITY,1st District,CANDUMAN,Private,Non-Sectarian ,School with no Annexes,All Offering,1,1,0,0,1,2,2,2,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,7,14,0,0,7,0,0,0,91,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,132,247
Region VII,Mandaue City,Mandaue City Central District,449022,"Inchland Academy, Inc.",E. C. OUANO COMPOUND,CEBU,MANDAUE CITY,6th District,LOOC,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,1,2,0,1,1,0,1,2,2,5,3,3,0,0,1,0,2,2,3,3,1,5,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,17,39,56
Region VII,Mandaue City,Mandaue City Central District,449027,Larmen De Guia Memorial College - Basic Educ. Dept.,"U.N. Avenue,",CEBU,MANDAUE CITY,6th District,ALANG-ALANG,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,2,2,3,2,3,3,1,0,1,2,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
Region VII,Mandaue City,Mandaue City North District,449036,Ralph M. Baladjay Sr. (RMB) The Baptist Institute,Sta. Cruz,CEBU,MANDAUE CITY,6th District,LABOGON,Private,Sectarian ,School with no Annexes,All Offering,7,8,7,5,8,9,4,6,2,6,3,3,6,8,0,0,6,3,6,9,5,6,6,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,76,57,133
Region VII,Mandaue City,Mandaue City South District,404567,"Colegio de la Inmaculada Concepcion - Mandaue Branch, Inc.","A-DEL ROSARIO ST.,",CEBU,MANDAUE CITY,6th District,TIPOLO,Private,Sectarian ,School with no Annexes,All Offering,36,48,42,52,34,42,48,39,51,53,49,49,47,55,0,0,60,63,64,69,82,78,73,95,0,0,11,15,5,15,61,66,57,46,0,0,0,0,0,0,0,0,16,23,4,19,55,77,0,0,0,0,0,0,0,0,0,0,0,758,941,1699
Region VII,Mandaue City,Mandaue City South District,449025,"SPM Academy, Inc.","P. Basubas St.,",CEBU,MANDAUE CITY,6th District,TIPOLO,Private,Non-Sectarian ,School with no Annexes,All Offering,30,22,18,22,19,13,8,14,23,14,18,13,13,14,0,0,8,14,6,16,6,19,19,10,0,0,19,44,35,68,54,48,55,36,0,0,143,61,0,0,0,0,34,57,38,61,48,39,61,49,0,0,61,50,0,0,0,0,0,716,684,1400
