Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region VII,Dumaguete City,Dumaguete City North District,404528,"LITTLE VILLAGE EDUCATIONAL FOUNDATION, INC.","E.J. BLANCO  EXT, DARO  DUMAGUETE CITY",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,PIAPI,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,5,4,6,5,5,5,3,7,1,1,2,0,0,1,2,4,1,1,1,2,1,0,0,0,55,30,85
Region VII,Dumaguete City,Dumaguete City North District,404529,Living Word Christian School,"No.82 Mango Ave., Piapi",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,PIAPI,Private,Sectarian ,School with no Annexes,ES and JHS,6,4,4,6,8,6,6,3,2,5,6,5,0,0,3,7,5,5,6,4,5,6,0,0,0,57,57,114
Region VII,Dumaguete City,Dumaguete City North District,404532,Silliman University School of Basic Education (Early Childhood/ Elem/HS. Dept.),Hibbard Avenue Dumaguete City,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,LOOC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,59,49,81,69,86,81,60,55,63,54,81,76,0,0,112,117,130,132,135,135,163,153,0,0,0,973,1027,2000
Region VII,Dumaguete City,Dumaguete City North District,448001,Southdale Integrated School,"Diego dela Viña St., Claytown, Daro",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,DARO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,6,5,4,8,2,10,4,3,2,1,2,0,0,2,7,6,3,1,1,4,3,0,0,0,59,33,92
Region VII,Dumaguete City,Dumaguete City North District,448005,"Dumaguete City Lifegiver Christian Academy, Inc.",Km. 5 Junob,NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,JUNOB,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,5,3,4,7,9,7,6,4,6,10,9,0,0,6,3,5,8,6,3,6,3,0,0,0,60,68,128
Region VII,Dumaguete City,Dumaguete City South District,448008,Dumaguete Agape Chinese Christian Academy,"64 Dr. V. Locsin Street, Barangay 4",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,POBLACION NO. 4 (BARANGAY 4),Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,18,20,7,15,5,17,12,16,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,83,79,162
Region VII,Dumaguete City,Dumaguete City South District,448010,Soongsil Agapia International High School,"Purok Mabugnawon, Northern Junob",NEGROS ORIENTAL,DUMAGUETE CITY (Capital),2nd District,JUNOB,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,1,1,1,1,0,2,0,0,1,2,0,0,3,6,2,0,1,5,2,0,0,0,0,25,15,40
Region VII,Lapu-Lapu City,Lapu-Lapu City East District,448502,St. Augustine International School,"Kagudoy Rd., Basak Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,2,1,1,1,0,1,0,1,2,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,10,8,18
Region VII,Lapu-Lapu City,Lapu-Lapu City East District,502529,Cawhagan Integrated School,"Cawhagan, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,CAWHAGAN,Public,DepED Managed,School with no Annexes,ES and JHS,7,12,9,6,6,12,6,7,4,5,10,8,0,0,7,8,0,0,4,6,0,0,0,0,0,80,63,143
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,409359,"Newtown School of Excellence, Inc.","Mactan, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MACTAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,35,29,22,19,16,13,25,21,36,32,31,12,0,0,18,11,5,0,15,13,2,0,0,0,0,184,215,399
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,448532,Mt. Sinai Kids Academy,"Mahayahay Bankal, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BANKAL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,16,13,5,11,7,11,13,8,9,8,14,0,0,2,10,7,6,5,8,4,3,0,0,0,116,101,217
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,448544,"Honey Hosea Academy, Inc.","M.L. Quezon, National Highway,Pusok",CEBU,LAPU-LAPU CITY (OPON),6th District,PUSOK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,6,7,1,7,2,5,5,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,65
Region VII,Lapu-Lapu City,Lapu-Lapu City North District,448561,"School of Multiple Intelligence Learning for Excellence Asia, Inc.","ML Quezon Ave., Nat'l. Highway, Pusok, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PUSOK,Private,Non-Sectarian ,Mother school,ES and JHS,5,1,5,2,4,3,2,2,2,3,1,1,0,0,3,2,3,3,1,2,0,2,0,0,0,36,17,53
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,404542,Cebu Christian Institute International Inc.,"Blk.27 Lot 29 - 32, 34, 36,38, Basak, Lapu - Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,SUBABASBAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,15,13,11,10,10,20,9,12,13,12,15,0,0,6,3,8,7,3,6,4,2,0,0,0,116,115,231
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409353,"Blessed Zion Academy of Cebu, Inc.","Sitio Kapaping, Basak-Marigondon Road, Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,Mother school,ES and JHS,14,9,5,2,9,3,5,3,7,10,5,5,0,0,2,0,4,1,3,0,2,1,0,0,0,58,53,111
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409357,"Starland International School, Inc.","Hawaian Village, Marigondon, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,MARIGONDON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,10,8,7,10,5,6,11,11,7,10,0,0,5,1,4,0,7,5,1,4,0,0,0,61,75,136
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,409859,Duyan Learning Center-Mactan Arts Academy,"Pakpakan Road, Basak, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),1st District,BASAK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,7,12,9,16,16,12,9,7,4,13,15,0,0,11,5,11,8,5,4,7,2,0,0,0,109,87,196
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448501,"Green Garden Christian School of Cebu, Inc.","Carajay, Gun-ob, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,GUN-OB,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,9,5,3,3,2,4,2,3,1,4,3,0,0,2,2,1,3,0,4,0,0,0,0,0,45,26,71
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448512,"(4th Watch) Maranatha Christian School of Lapu-Lapu City, Inc.","Fuentes St., Pajac, Lapu-lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,PAJAC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,15,10,9,8,4,13,17,9,3,5,9,0,0,8,6,5,8,5,5,4,3,0,0,0,100,88,188
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,448633,Larmen De Guia Memorial College,"Ibabao, Agus, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,2,1,1,3,3,3,4,3,1,1,0,0,1,2,1,0,0,1,0,1,0,0,0,21,20,41
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,409879,Alesna Integrated School Inc.,"297 Lopez Jaena St., Poblacion, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),1st District,POBLACION,Private,Non-Sectarian ,Mother school,ES and JHS,24,23,17,11,6,10,9,17,13,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,92,219
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,448506,Childworks Educational Institute Inc.,"Poblacion, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,1,5,4,2,3,4,1,1,3,0,0,0,4,8,7,3,3,3,3,6,0,0,0,57,36,93
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,448529,"Destiny Christian Learning Center, Mactan, Inc.",Kalolo St. Timpolok Rd. Babag I Lapu-lapu City,CEBU,LAPU-LAPU CITY (OPON),6th District,BABAG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,19,15,9,5,8,15,18,7,7,3,7,10,0,0,7,11,2,5,9,5,7,7,0,0,0,112,103,215
Region VII,Mandaue City,Mandaue City Central District,404573,Mandaue Christian School,097 P. Burgos St.,CEBU,MANDAUE CITY,6th District,ALANG-ALANG,Private,Sectarian ,School with no Annexes,ES and JHS,5,7,7,5,11,9,5,14,6,10,8,9,0,0,7,12,5,11,8,8,5,16,0,0,0,90,101,191
Region VII,Mandaue City,Mandaue City Central District,409876,"Benevolent Christian Children Academy (BECCA), Inc.","34 Centro, Labogon, Mandaue City",CEBU,MANDAUE CITY,1st District,LABOGON,Private,Non-Sectarian ,Mother school,ES and JHS,8,6,4,10,4,4,3,7,1,3,7,1,0,0,2,5,1,5,2,1,4,6,0,0,0,54,38,92
Region VII,Mandaue City,Mandaue City Central District,449037,St. John Paul II Cognition School Inc.,Orlacsan St.,CEBU,MANDAUE CITY,6th District,ALANG-ALANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,6,8,10,8,22,7,10,9,7,11,8,0,0,3,5,11,12,9,8,8,5,0,0,0,102,89,191
Region VII,Mandaue City,Mandaue City North District,404582,"Saint Anne Learning Center of Mandaue, Inc.",JP Rizal cor. SE. Jayme St.,CEBU,MANDAUE CITY,6th District,PAKNA-AN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,12,14,9,7,7,11,14,6,4,8,5,0,0,9,7,14,9,7,7,5,11,0,0,0,123,86,209
Region VII,Mandaue City,Mandaue City North District,449015,"Maternelle Academy, French-Filipino School",H. Abellana St.,CEBU,MANDAUE CITY,6th District,BASAK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,29,14,11,15,16,14,16,21,14,7,18,6,0,0,8,18,21,14,7,17,10,8,0,0,0,176,139,315
Region VII,Mandaue City,Mandaue City South District,404571,Little Angels Montessori School,"H. Cortes St.,",CEBU,MANDAUE CITY,6th District,BANILAD,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,14,5,12,7,9,7,12,6,3,7,6,0,0,5,5,4,4,2,2,0,4,0,0,0,87,61,148
Region VII,Mandaue City,Mandaue City South District,449006,ACADEM Institute Inc.,"A.P. Cortes St.,",CEBU,MANDAUE CITY,6th District,TIPOLO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,2,2,3,0,2,4,2,1,5,3,0,0,3,1,7,1,0,0,2,3,0,0,0,36,26,62
Region VII,Mandaue City,Mandaue City West District,404565,Canduman Christian Academy Inc.,H.ABELLANA ST. CANDUMAN HOUSING ROAD,CEBU,MANDAUE CITY,6th District,CANDUMAN,Private,Sectarian ,School with no Annexes,ES and JHS,14,13,16,7,13,9,13,11,14,5,10,6,0,0,3,4,5,0,4,1,6,0,0,0,0,96,84,180
Region VII,Mandaue City,Mandaue City West District,404574,Mandaue Ebenezer Alliance Academy Inc.,"ML Quezon Ave.,",CEBU,MANDAUE CITY,6th District,MAGUIKAY,Private,Non-Sectarian ,School with no Annexes,ES and JHS,11,5,7,8,10,10,6,11,6,7,6,3,0,0,3,9,7,2,1,10,9,5,0,0,0,83,73,156
Region VII,Negros Oriental,Bacong,449512,"Divine Grace Int. Christian Sch., Inc.","KM 10 BUNTIS BACONG, NEGROS ORIENTAL",NEGROS ORIENTAL,BACONG,3rd District,BUNTIS,Private,Sectarian ,School with no Annexes,ES and JHS,7,8,7,8,7,7,14,10,9,5,9,9,0,0,3,6,8,7,5,3,4,4,0,0,0,75,81,156
Region VII,Negros Oriental,Mabinay I,410047,Ginjosh Grace Christian Academy Corporation,Poblacion,NEGROS ORIENTAL,MABINAY,1st District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,2,2,2,1,2,1,2,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,11,23
Region VII,Negros Oriental,Valencia,408026,"Marymount Westridge School, Inc.","South Poblacion, Valencia",NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),3rd District,SOUTH POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,5,7,5,10,8,7,7,10,5,9,9,0,0,2,6,3,2,4,6,1,1,0,0,0,74,70,144
Region VII,Negros Oriental,Valencia,449513,Ginjosh Grace Christian Academy,"West Balabag, Valencia",NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),3rd District,BALABAG WEST,Private,Sectarian ,School with no Annexes,ES and JHS,1,4,3,4,3,4,0,1,2,5,1,4,0,0,3,0,3,1,1,3,0,0,0,0,0,29,18,47
Region VII,Siquijor,Larena,501427,Larena Integrated School,"Helen, Larena, Siquijor",SIQUIJOR,LARENA,Lone District,HELEN (DATAG),Public,DepED Managed,School with no Annexes,ES and JHS,47,44,38,50,60,52,47,36,43,36,41,54,17,5,32,35,40,51,36,28,28,47,0,0,22,493,422,915
Region VII,Toledo City,Toledo City East District,450505,"St. Miguel Agustin Pro Learning Center, Inc.","Don Andres Soriano, Toledo City",CEBU,TOLEDO CITY,3rd District,DON ANDRES SORIANO (LUTOPAN),Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,10,6,8,11,9,4,7,9,6,8,7,0,0,8,5,0,3,6,4,8,2,0,0,0,76,73,149
Region VII,Bayawan City,Bayawan East,408364,"EARLY READERS MONTESSORIAN SCHOOL, INC.","F. TEOLOGIO ST., BARANGAY SUBA, BAYAWAN CITY, NEGROS ORIENTAL",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),3rd District,SUBA (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,18,7,10,11,11,13,17,6,14,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,166
Region VII,Danao City,Danao City East,491510,Kepler Insight School of Science & Art Inc.,"P.G. Almendras St., Poblacion, Danao City",CEBU,DANAO CITY,5th District,POBLACION,Private,Non-Sectarian ,School with no Annexes,ES and JHS,27,23,19,16,16,22,19,22,27,18,13,19,0,0,15,13,12,10,11,13,9,4,0,0,0,203,179,382
Region VII,Danao City,Danao City East,500445,Quisol Integrated School,"Quisol, Danao City",CEBU,DANAO CITY,5th District,QUISOL,Public,DepED Managed,School with no Annexes,ES and JHS,19,21,15,10,16,19,13,19,16,16,13,13,0,0,12,24,19,22,12,5,18,16,0,0,0,196,157,353
Region VII,Danao City,Danao City East,500744,B. Enriquez Integrated School,"Mantija, Danao City",CEBU,DANAO CITY,5th District,MANTIJA,Public,DepED Managed,School with no Annexes,ES and JHS,23,26,20,18,16,22,12,19,10,6,24,6,0,0,17,25,19,23,15,22,19,20,0,0,0,223,167,390
Region VII,Danao City,Danao City East,500745,Cogon Cruz Integrated School,"Cogon Cruz, Danao City",CEBU,DANAO CITY,5th District,COGON-CRUZ,Public,DepED Managed,School with no Annexes,ES and JHS,49,51,41,43,51,53,40,48,57,29,56,47,0,0,42,40,61,62,47,36,45,53,0,0,0,539,501,1040
Region VII,Danao City,Danao City East,500785,Malapoc Integrated School,"Malapoc, Danao City",CEBU,DANAO CITY,5th District,MALAPOC,Public,DepED Managed,School with no Annexes,ES and JHS,20,22,12,17,15,22,20,15,24,22,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,130,135,265
Region VII,Danao City,Danao City East,500788,Sacsac Integrated School,"Sacsac, Danao City",CEBU,DANAO CITY,5th District,SACSAC,Public,DepED Managed,School with no Annexes,ES and JHS,9,10,11,10,13,7,17,10,10,5,13,8,0,0,9,6,7,7,7,7,10,8,0,0,0,100,103,203
Region VII,Danao City,Danao City East,501305,Gerardo Ypil Integrated School,"Manlayag, Danao City",CEBU,DANAO CITY,5th District,MANLAYAG,Public,DepED Managed,School with no Annexes,ES and JHS,8,20,18,9,16,17,16,17,10,11,15,23,0,0,17,22,12,18,12,14,11,20,0,0,0,169,161,330
Region VII,Danao City,Danao City North,500472,B. Durano IS,"Cagat-Lamac, Danao City",CEBU,DANAO CITY,5th District,CAGAT-LAMAC,Public,DepED Managed,School with no Annexes,ES and JHS,11,20,12,12,17,8,3,4,7,9,16,14,0,0,15,29,26,41,11,34,34,22,0,0,0,197,163,360
Region VII,Danao City,Danao City North,500786,Pili Integrated School,"Pili,Danao City",CEBU,DANAO CITY,5th District,PILI,Public,DepED Managed,School with no Annexes,ES and JHS,10,16,10,10,9,11,7,13,9,8,11,10,0,0,9,20,15,9,9,12,14,11,0,0,0,133,115,248
Region VII,Danao City,Danao City North,500792,Taytay Integrated School,"Taytay, Danao City",CEBU,DANAO CITY,5th District,TAYTAY,Public,DepED Managed,School with no Annexes,ES and JHS,73,59,52,43,53,42,52,52,48,48,48,51,0,0,34,42,42,41,52,31,41,49,0,0,0,544,516,1060
Region VII,Danao City,Danao City North,501306,Dungga Integrated School,"Dungga, Danao City",CEBU,DANAO CITY,5th District,DUNGGA,Public,DepED Managed,School with no Annexes,ES and JHS,12,19,7,10,9,16,16,8,9,2,19,11,0,0,9,8,7,5,8,7,14,12,0,0,0,117,114,231
Region VII,Danao City,Danao City South,491509,"Sustainable Unlimited Resources Education Learning Center, Inc.","Catadman, Sabang, Danao City",CEBU,DANAO CITY,5th District,SABANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,4,2,0,3,0,4,3,0,0,2,2,0,0,1,1,0,2,0,0,0,1,0,0,0,41,29,70
Region VII,Danao City,Danao City South,500394,Bibiana Mercado Integrated School,"Looc, Danao City",CEBU,DANAO CITY,5th District,LOOC,Public,DepED Managed,School with no Annexes,ES and JHS,110,88,93,75,87,84,102,91,75,70,91,99,0,0,120,92,118,123,107,80,120,109,0,0,0,1078,1014,2092
Region VII,Danao City,Danao City South,500784,Langosig Integrated School,"Langosig, Danao City",CEBU,DANAO CITY,5th District,LANGOSIG,Public,DepED Managed,School with no Annexes,ES and JHS,8,10,11,5,15,7,11,6,7,11,10,11,0,0,11,8,15,8,6,12,15,10,0,0,0,107,108,215
Region VII,Danao City,Danao City West,500446,Bayabas Integrated School,"Bayabas, Danao City",CEBU,DANAO CITY,5th District,BAYABAS,Public,DepED Managed,School with no Annexes,ES and JHS,13,7,11,11,12,15,8,6,10,7,12,7,0,0,9,12,12,7,14,5,8,12,0,0,0,119,100,219
Region VII,Danao City,Danao City West,500447,BINALIW INTEGRATED SCHOOL,"Binaliw, Danao City",CEBU,DANAO CITY,5th District,BINALIW,Public,DepED Managed,School with no Annexes,ES and JHS,36,40,45,22,36,48,35,35,31,34,33,32,0,0,22,26,29,35,33,24,21,22,0,0,0,361,342,703
Region VII,Danao City,Danao City West,500782,D. T. Durano Memorial Integrated School,"Upland, National Road, Poblacion, Danao City",CEBU,DANAO CITY,5th District,POBLACION,Public,DepED Managed,School with no Annexes,ES and JHS,94,85,76,61,91,77,66,72,64,63,76,76,0,0,94,102,105,119,101,114,121,129,0,0,0,955,946,1901
Region VII,Danao City,Danao City West,500783,Guinacot Integrated School,"Guinacot, Danao City",CEBU,DANAO CITY,5th District,GUINACOT,Public,DepED Managed,School with no Annexes,ES and JHS,47,56,54,47,53,51,59,63,41,38,46,59,0,0,48,41,51,65,33,39,53,43,0,0,0,572,519,1091
Region VII,Danao City,Danao City West,501127,S.A. Tecala Integrated School,"Taboc, Danao City",CEBU,DANAO CITY,5th District,TABOC,Public,DepED Managed,School with no Annexes,ES and JHS,28,12,13,24,19,21,25,20,17,19,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,139,126,265
Region VII,Tagbilaran City,Tagbilaran City,404275,Holy Trinity School Foundation,G. Sanchez St. Upper,BOHOL,TAGBILARAN CITY (Capital),1st District,MANSASA,Private,Sectarian ,School with no Annexes,ES and JHS,5,4,5,4,8,5,1,0,5,4,5,5,0,0,2,3,10,6,3,2,9,1,0,0,0,58,37,95
Region VII,Tagbilaran City,Tagbilaran City,404279,"St. Therese School of Tagbilaran, Inc., Mansasa District",V.P. INTING AVENUE,BOHOL,TAGBILARAN CITY (Capital),1st District,MANSASA,Private,Sectarian ,School with no Annexes,ES and JHS,39,38,22,21,19,29,44,35,34,23,25,16,0,0,13,5,3,5,16,8,6,5,0,0,0,250,282,532
Region VII,Tagbilaran City,Tagbilaran City,409038,Cebu Sacred Heart College Incorporated,Mansasa Banat-I Road,BOHOL,TAGBILARAN CITY (Capital),1st District,MANSASA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,3,3,2,2,5,1,2,0,3,2,4,0,0,1,2,2,2,1,1,0,1,0,0,0,28,19,47
Region VII,Tagbilaran City,Tagbilaran City,492008,"Prodigy Discovery Playschool, Inc.","G.Lamdagan St., Upper Calceta, Tagbilaran City",BOHOL,TAGBILARAN CITY (Capital),1st District,COGON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,18,20,30,31,25,18,30,23,18,17,18,24,0,0,16,4,0,0,10,5,0,0,0,0,0,187,166,353
Region VII,Tagbilaran City,Tagbilaran City,492013,GreAtMinds Leadership Academy,"1076 Upper J.A. Clarin,Dao District, Tagbilaran City",BOHOL,TAGBILARAN CITY (Capital),1st District,DAO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,3,6,8,11,6,3,4,3,4,4,5,0,0,2,5,6,12,2,1,3,3,0,0,0,74,41,115
Region VII,Tagbilaran City,Tagbilaran City,492016,Bohol Child Head Start,0011 G. Dangoy Street,BOHOL,TAGBILARAN CITY (Capital),1st District,MANSASA,Private,Sectarian ,School with no Annexes,ES and JHS,22,28,14,7,7,14,15,16,12,12,6,5,8,4,9,6,11,5,14,9,8,6,3,0,15,153,128,281
Region VII,Talisay City,Talisay City I,404394,Cherubs Academy Inc.,"Laray, San Roque, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,SAN ROQUE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,5,3,3,7,4,2,4,3,4,2,2,0,0,2,2,6,4,6,4,8,3,0,0,0,39,43,82
Region VII,Talisay City,Talisay City I,404406,St. Anthony's Learning Center,"Z1-151 Rizal St. Dumlog, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,DUMLOG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
Region VII,Talisay City,Talisay City I,404415,"Temple Christian Academy, Inc.","Zone-4 1078, Dumlog, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,DUMLOG,Private,Sectarian ,School with no Annexes,ES and JHS,0,2,2,1,0,4,3,2,3,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,0,16,15,31
Region VII,Talisay City,Talisay City I,408219,"Victorious Nissi Christian Academy, Inc.","Upper Mohon, Mohon, Talisay City",CEBU,CITY OF TALISAY,1st District,MOHON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,7,4,3,3,2,1,5,2,6,2,0,0,3,4,1,2,4,4,1,0,0,0,0,39,36,75
Region VII,Talisay City,Talisay City I,492507,St. Ignatius De Loyola Cognition Academy,"Laray, San Roque, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,SAN ROQUE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,11,14,10,17,6,18,17,13,16,16,10,0,0,9,4,9,5,18,6,6,5,0,0,0,106,134,240
Region VII,Talisay City,Talisay City I,492522,"Intellectual Development for Early Age School, Inc","Block 13, Lots 12-15, Decahomes, Dumlog, Talisay City",CEBU,CITY OF TALISAY,1st District,DUMLOG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,26,22,26,20,10,17,31,30,15,19,18,0,0,7,4,3,4,6,5,4,3,0,0,0,168,169,337
Region VII,Talisay City,Talisay City II,404402,Monterey School Inc.,"Prisco Deiparine St,, San Isidro, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,SAN ISIDRO,Private,Sectarian ,School with no Annexes,ES and JHS,38,32,30,39,26,31,33,34,39,32,33,35,0,0,32,18,23,31,23,24,28,33,0,0,0,334,341,675
Region VII,Talisay City,Talisay City II,492515,"River of Praise School of Talisay, Inc.","Z-2 763, Sangi Tabunok, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,TABUNOC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,36,32,26,35,19,24,26,24,35,19,26,31,0,0,20,15,19,10,17,8,10,13,0,0,0,260,246,506
Region VII,Talisay City,Talisay City III,404410,St. Thomas Aquinas School of Lawa-an (Montessori)Inc.,"Lawaan 1, Talisay City, Cebu.",CEBU,CITY OF TALISAY,1st District,LAWAAN I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,52,33,50,29,40,41,35,36,45,42,64,40,0,0,26,31,30,32,28,27,23,15,0,0,0,394,383,777
Region VII,Talisay City,Talisay City III,492514,"Southbrook Academy, Inc","3334 Sitio Pungsod, Lawaan III, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,LAWAAN III,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,6,7,7,4,4,5,8,8,9,9,8,0,0,5,2,6,4,3,4,1,4,0,0,0,61,66,127
Region VII,Carcar City,Carcar I,404321,"Carcar Christian School, Inc.",Sta. Catalina St.,CEBU,CITY OF CARCAR,1st District,POBLACION I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,7,1,3,3,6,5,6,3,2,2,4,0,0,3,4,1,2,0,3,4,0,0,0,0,42,35,77
Region VII,Carcar City,Carcar I,502083,Sacsac Integrated School,"Sacsac,Calidngan,Carcar City,Cebu",CEBU,CITY OF CARCAR,1st District,CALIDNGAN,Public,DepED Managed,School with no Annexes,ES and JHS,16,10,13,9,11,13,9,14,15,7,16,5,0,0,8,11,16,0,12,4,8,0,0,0,0,122,104,226
Region VII,Carcar City,Carcar II,447038,"Exceed Learning Center Naga, Cebu Inc. Carcar Branch","Caipilan, Pob. I,",CEBU,CITY OF CARCAR,1st District,POBLACION I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,17,16,13,6,12,7,16,13,5,7,0,3,0,0,1,1,1,4,1,1,0,3,0,0,0,96,62,158
